Time,CO2,TEMP,HUM
2022-04-12,457.93865100416826,19.63627320954907,21.592317165593027
2022-04-13,461.1257183908046,17.75654248768473,28.92205459770115
2022-04-14,471.3185036945813,20.507312192118224,34.36468596059113
2022-04-15,466.8474122726996,18.084579114212733,34.35287622392507
2022-04-16,482.0677777017576,21.8625260369154,22.545973210484703
2022-04-17,500.22957717569784,23.433348347321047,21.67587746305419
2022-04-18,481.29910902587477,22.651670647710045,21.82031209307374
2022-04-19,482.04840205558594,22.31977323177036,21.623747567353888
2022-04-20,478.42045057167184,22.798901888341543,23.684229231283826
2022-04-21,476.2598522167488,22.260673234811165,24.897347085385878
2022-04-22,482.7419304567293,21.630711967098463,26.89626379766466
2022-04-23,472.7334218968558,21.835040936872833,27.694358921729613
2022-04-24,472.5815620628839,20.676343086723836,26.451624551480872
2022-04-25,470.21420019157085,21.914116189259868,21.999274007176307
2022-04-26,473.6397327130085,22.57742371373837,21.5609757951712
2022-04-27,472.20084154351395,22.036444079547525,26.902050834701697
2022-04-28,480.40131819011134,22.612551693729856,23.62093387003588
2022-04-29,495.44797558231465,23.111846606458673,24.004864341969228
2022-04-30,491.2062294745485,23.05439624764337,25.77678381378094
2022-05-01,475.2097397068662,24.000590106732346,24.450743667518093
2022-05-02,478.90361399987836,23.319629743659917,23.991509494921853
2022-05-03,468.6779518640151,19.718765204038192,32.54186051815362
2022-05-04,468.3981424466338,20.338823891625616,32.37476908866995
2022-05-05,481.57876642036126,22.284867610837438,30.717107963875208
2022-05-06,495.3229375722192,22.584290237487078,31.16857572371222
2022-05-07,489.65152914614123,20.75359195402299,34.87884852216749
2022-05-08,476.33785083318134,22.68060211792252,26.741666286565714
2022-05-09,465.43283045977006,20.215055418719214,30.861222290640395
2022-05-10,480.39733297779276,20.846391774732293,37.34620303998896
2022-05-11,482.1378246062154,21.089733283160008,41.28044608648057
2022-05-12,468.3799261083744,20.032507183908045,36.10678366174056
2022-05-13,471.7622658578118,19.448782346591255,38.89324959709299
2022-05-14,464.2187937116098,19.99485438332421,35.941962385209514
2022-05-15,473.7474699809681,20.62665979578294,33.52496759751155
2022-05-16,477.644246411847,22.654297231344643,31.01466999635103
2022-05-17,465.64620173887414,20.583132976272342,30.78144567889539
2022-05-18,469.96284133065745,18.040291651462628,35.12393476707414
2022-05-19,489.5887725779967,22.298183497536943,43.858810550082104
2022-05-20,499.9026618469866,21.889624384236456,42.64542377455452
2022-05-21,465.5860187465791,20.861618545885786,38.64648615672323
2022-05-22,465.4302647783251,21.464952791461414,35.77737582101806
2022-05-23,470.33097290640393,21.870019727239555,35.79943022866873
2022-05-24,479.92277298850576,19.78666358784893,45.327303981937604
2022-05-25,502.6323124114072,22.927447937864603,35.19968055438601
2022-05-26,470.67960340266376,22.188966239433196,33.696465631271664
2022-05-27,470.83979695006997,21.52901405613331,31.461913884327675
2022-05-28,463.8579030590525,21.310374285410205,32.0247569254394
2022-05-29,472.09939449917897,23.123101395730703,33.002052545156
2022-05-30,470.39922003284073,20.921464490968802,39.89390907224959
2022-05-31,484.05352011494256,21.524014778325125,39.90170874384236
2022-06-01,485.7070268093975,23.730263988884676,34.54655725022104
2022-06-02,461.302288587849,21.907686781609197,37.542590311986864
2022-06-03,483.09035189746396,21.58237927993675,38.471481975612726
2022-06-04,468.8120248738065,22.88520095937481,36.955774303655055
2022-06-05,468.4041119321292,23.53425944930974,34.68904035911938
2022-06-06,462.24216117800887,20.305620172717873,48.073556946725056
2022-06-07,467.8775143678161,20.832024835796386,47.42577483579638
2022-06-08,467.9321633825944,22.3740763546798,40.63036227422003
2022-06-09,474.2052469135802,22.43649463297452,46.03353345648605
2022-06-10,482.3034742104426,22.28396362843202,42.19048817827554
2022-06-11,473.1904761904762,23.357989532019705,42.11440373563219
2022-06-12,467.1035014899958,23.634066358024693,38.48317768199234
2022-06-13,477.218632168704,22.88403594994831,35.09155301648118
2022-06-14,465.0594724958949,21.614352422003282,38.31860632183908
2022-06-15,482.9975262832405,22.692520738703006,36.422671027658716
2022-06-16,482.53937085689955,23.49298048561698,36.454352726084046
2022-06-17,473.7670076172231,24.53840064921243,37.0088164416469
2022-06-18,484.95988414522895,22.61084504044274,43.30868378641367
2022-06-19,481.3778545581706,21.318636729915465,41.30914085781183
2022-06-20,488.69243180988866,22.305744655780575,38.789052522349934
2022-06-21,473.3717672413793,23.839952791461414,36.520782019704434
2022-06-22,475.4772756644165,23.09697230584443,40.48040484552697
2022-06-23,472.26960180623973,24.649527914614122,38.80567528735632
2022-06-24,466.1805213464697,24.618842364532018,42.07943349753695
2022-06-25,464.3932676518884,24.385878489326767,47.25551621510673
2022-06-26,488.37659452350545,24.024527914614122,52.06265204038193
2022-06-27,495.4399117405583,24.562525656814447,51.996485016420365
2022-06-28,504.7512391291127,23.359518488110442,46.5828449036064
2022-06-29,506.5332949431369,24.987370195523933,37.71126106093779
2022-06-30,498.60551368597345,25.20198265043811,39.41791529830323
2022-07-01,492.4918411330049,23.172537325913762,52.44822549869246
2022-07-02,487.27779678282553,23.994646278051448,41.911765264854346
2022-07-03,483.27042282430216,22.88415948275862,46.58879823481117
2022-07-04,485.725161279759,23.755395313764566,42.79395604395605
2022-07-05,481.9157753299276,23.118831911755763,39.29579836404549
2022-07-06,477.57016473575385,22.649138311135435,35.93869541750289
2022-07-07,475.4820459313994,21.386599730888523,49.04347689746396
2022-07-08,483.978961412151,20.938654556650246,46.38374897372742
2022-07-09,480.1403123669647,21.98054073161832,39.74955908289241
2022-07-10,476.08220969643384,22.284097979500277,36.63483109190724
2022-07-11,480.72509008392626,23.405704555129844,34.81349586450161
2022-07-12,473.4682387642158,24.529636471446818,37.55750547345375
2022-07-13,474.00984271422493,24.020813378033207,41.118140128018005
2022-07-14,461.73670977011494,21.537510262725778,38.964721880131364
2022-07-15,470.8946949309737,21.389440035273367,37.34084412820045
2022-07-16,477.5315084686493,21.835526515842606,38.78835028583592
2022-07-17,479.3492918719212,21.793719211822662,39.99284174876848
2022-07-18,485.924806528614,22.3442849920939,46.62079513318738
2022-07-19,487.15279108131125,24.661627478258225,40.94153477163535
2022-07-20,489.7854615185793,24.5557208994709,39.26268776987168
2022-07-21,494.6825738916256,24.70599856321839,47.778196839080465
2022-07-22,489.90711092866263,23.010538298972207,46.36845846256765
2022-07-23,494.29274425287355,21.152525010642826,51.92524174420726
2022-07-24,495.2629310344828,22.552532802712403,45.31624114364775
2022-07-25,504.4297592440552,22.34816487259016,50.529329539925804
2022-07-26,506.51098111658456,21.46561986863711,44.66687192118226
2022-07-27,500.27125524539315,20.18293498753269,43.3331309295749
2022-07-28,507.36295079973235,22.874815651036915,37.08451639755519
2022-07-29,497.83456486042695,23.003745894909688,39.7975933908046
2022-07-30,492.579121814754,22.041426252812744,43.58398900748039
2022-07-31,488.69093231162196,21.4065797375783,48.451442103022565
2022-08-01,495.3239982000758,21.396504357711255,47.867222038019456
2022-08-02,502.74857462141944,22.772490573496324,39.1607427932859
2022-08-03,505.9648406616797,23.266423212005108,48.97525162683209
2022-08-04,519.3324077875084,24.889294646658154,49.58384932037949
2022-08-05,508.4426946643182,21.858731825326654,51.299951917229215
2022-08-06,502.1645152952624,22.445607553366173,37.91519377546677
2022-08-07,498.5481321839081,21.661253078817733,42.66746202791461
2022-08-08,505.5139078939366,22.682759190841086,44.642850491090435
2022-08-09,515.219373365566,22.994339346530438,45.539860236878916
2022-08-10,511.3650888676032,24.049802727604455,42.52015390287661
2022-08-11,510.30126041476615,24.54162390530925,41.391869830627016
2022-08-12,503.0547117314359,24.726579129416773,40.78428510612419
2022-08-13,496.0106922398589,24.135005207383077,43.923919943136895
2022-08-14,488.98056163717087,23.82481717144073,47.74423766952503
2022-08-15,490.6988688195585,23.764799230675667,54.4911474487624
2022-08-16,508.7554620507207,23.474973202882683,57.670503785805515
2022-08-17,518.352195843216,24.419186735997084,52.40905039378459
2022-08-18,516.8320637961443,23.16676454266253,57.11721268168825
2022-08-19,533.0918932068357,22.92986947333212,60.83814446116889
2022-08-20,515.5995997536946,21.728910098522167,57.64711617405583
2022-08-21,519.0810109164994,22.605447606884386,47.10841619534148
2022-08-22,510.43606732348115,23.416495279146144,40.342650862068965
2022-08-23,526.578414826978,23.130617892112145,42.52757917502888
2022-08-24,518.7500760201909,23.78966923614912,45.53031590190355
2022-08-25,516.0984841573922,22.95618386243386,54.62233739281154
2022-08-26,527.8782840722496,23.596136083743843,56.05377668308703
2022-08-27,557.7951997050417,21.469109195402297,63.231541347381864
2022-08-28,532.3357374718726,21.50033638934501,60.81882107887855
2022-08-29,552.0405624733929,20.434393624946786,53.06358043696406
2022-08-30,528.454853509092,22.3465133339415,38.142816282004496
2022-08-31,535.2473126862495,22.693915153864864,38.11574834275984
2022-09-01,520.5381070212248,23.118654214559385,33.866201613148455
2022-09-02,540.6576677765614,23.319753276470234,36.68004907103327
2022-09-03,517.0028222495895,20.70350985221675,46.42123357963876
2022-09-04,495.3880355622453,21.297559181718665,39.78450176366843
2022-09-05,502.1887220245697,21.442076415495958,42.84853737152588
2022-09-06,506.06423879896784,21.623167370396434,42.08894557823129
2022-09-07,506.06423879896784,21.623167370396434,42.08894557823129
2022-09-08,506.06423879896784,21.623167370396434,42.08894557823129
2022-09-09,506.06423879896784,21.623167370396434,42.08894557823129
